system:index,B10_count,B10_mean,B10_variance,B11_count,B11_mean,B11_variance,B12_count,B12_mean,B12_variance,B1_count,B1_mean,B1_variance,B2_count,B2_mean,B2_variance,B3_count,B3_mean,B3_variance,B4_count,B4_mean,B4_variance,B5_count,B5_mean,B5_variance,B6_count,B6_mean,B6_variance,B7_count,B7_mean,B7_variance,B8A_count,B8A_mean,B8A_variance,B8_count,B8_mean,B8_variance,B9_count,B9_mean,B9_variance,Block,CRC_count,CRC_mean,CRC_variance,DOY_count,DOY_mean,DOY_variance,EVI_count,EVI_mean,EVI_variance,GCVI_george_count,GCVI_george_mean,GCVI_george_variance,GCVI_mine_count,GCVI_mine_mean,GCVI_mine_variance,GPSID,ID,MTCI_count,MTCI_mean,MTCI_variance,NBR1_count,NBR1_mean,NBR1_variance,NBR2_count,NBR2_mean,NBR2_variance,NDTI_count,NDTI_mean,NDTI_variance,NDVI_george_count,NDVI_george_mean,NDVI_george_variance,NDVI_mine_count,NDVI_mine_mean,NDVI_mine_variance,QA10_count,QA10_mean,QA10_variance,QA20_count,QA20_mean,QA20_variance,QA60_count,QA60_mean,QA60_variance,RDGCVI_count,RDGCVI_mean,RDGCVI_variance,RDNDVI_count,RDNDVI_mean,RDNDVI_variance,RDTCI_count,RDTCI_mean,RDTCI_variance,RNDMTRACKID,SNDVI_count,SNDVI_mean,SNDVI_variance,STI_count,STI_mean,STI_variance,SUBID,Schedule_id,TOTID,TVI_count,TVI_mean,TVI_variance,Village,a2,a2_org,a3,a4,a5,a5_1,a5_2,a6,a6_1,a6_2,a7,a7_1,a7_1_1_r1,a7_1_1_r2,a7_1_1_r3,a7_1_1_r4,a7_2,a7_2_1_r1,a7_2_1_r2,a7_2_1_r3,a7_2_1_r4,a8,a9,a9_str,area,canopy,chemical,coordsetsn,description,district,doy,ex_description,ex_name,gps1,gps2,gpsfileid,granule_id,i1_district,i4_cocoid,intercroppingCrop,intercroppingPercent,isFertilizedType,isIntercropping,isWeeded,lodging,mstimestamp,name,noTimesIrrigated,noTimesWeeded,random,seedSource,seedVariety,swi,weedCoverPercent,yield,yieldLevel100Break,yieldLevelColors,.geo
20170508T044701_20170508T045856_T44RRN_119,6,16.0,0.0,6,2943.3333333333335,180.26666666716338,6,2182.0,540.0,6,1867.3333333333333,6.666666666418314,6,1711.8333333333333,55.76666666641832,6,1672.5,25.1,6,1731.3333333333333,622.6666666664183,6,1801.3333333333333,13.066666666418314,6,2313.3333333333335,2720.266666666418,6,2620.0,4437.6,6,2869.3333333333335,5684.266666667163,6,2411.8333333333335,10249.366666667163,6,370.6666666666667,13.066666666674427,17.0,6,274.8333333333333,10.566666666662787,6,128.0,0.0,6,-490738.8333333333,1.7148820645969666E12,6,441.5,3459.1,6,441.5,3459.1,Mf 78,193_0,6,9102.5,2705053.1,6,-99.16666666666667,381.76666666666716,6,49.5,545.9,6,148.0,60.0,6,163.33333333333334,692.6666666666686,6,163.33333333333334,692.6666666666686,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,338.3333333333333,3280.2666666666746,6,144.16666666666666,425.3666666666657,6,9102.5,2705053.1,100999.0,6,163.33333333333334,692.6666666666686,6,1348.6666666666667,426.66666666679083,8095.0,1.05041003E8,TRACK100999_SUB8095,6,3.8476666666666664E7,7.19243866666666E13,53.0,2.8112016E7,2811.0,2.0,20.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,1.0,20.0,0.0,0.0,0.0,2.0,2.0,NO,644.4690313632658,,6.0,1.0,,Muzaffarpur,128,,,2.0170221E7,110933.0,6.364485287424E17,L1C_T45RTH_A009797_20170508T045856,5.0,927966.0,mustard,<25%,YES Both,YES,YES,2.0,1494219536800,,2.0,1.0,0.8095757691970118,purchased seeds,Lal bhadur,0.0,>50%,199.43,2.0,4FAF2A,
20170508T044701_20170508T045856_T44RRN_22,6,17.666666666666668,0.6666666666666515,6,2909.3333333333335,162.66666666716338,6,2169.8333333333335,3022.5666666664183,6,1869.0,6.0,6,1712.6666666666667,325.0666666664183,6,1663.6666666666667,96.26666666679084,6,1738.3333333333333,1221.4666666664184,6,1780.0,423.6,6,2302.3333333333335,2882.266666666418,6,2586.1666666666665,6344.966666667164,6,2842.1666666666665,7955.366666667163,6,2381.6666666666665,12579.066666667164,6,379.3333333333333,42.66666666667443,17.0,6,271.8333333333333,2.166666666662786,6,128.0,0.0,6,-11795.0,2.7977420512E9,6,431.3333333333333,5410.266666666651,6,431.3333333333333,5410.266666666651,Mf 85,194_0,6,16713.0,3.9301252E7,6,-99.66666666666667,599.8666666666671,6,45.833333333333336,1147.7666666666669,6,145.0,117.6,6,155.33333333333334,990.2666666666686,6,155.33333333333334,990.2666666666686,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,338.3333333333333,5753.066666666675,6,143.5,713.9,6,16713.0,3.9301252E7,203542.0,6,155.33333333333334,990.2666666666686,6,1340.6666666666667,836.2666666667908,8320.0,1.0504101E8,TRACK203542_SUB8320,6,3.5613333333333336E7,9.57935466666666E13,53.0,3.0112016E7,3011.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,NO,614.6145273124412,,7.0,3.0,,Muzaffarpur,128,,,2.0170221E7,111627.0,6.364485287424E17,L1C_T45RTH_A009797_20170508T045856,5.0,927758.0,mustard,<25%,YES Chemical Fertilizer,YES,NO,2.0,1494219536800,,3.0,0.0,0.8320344542061161,used own seed,Lal bhadur,0.0,,329.69,4.0,89751C,
20170508T044701_20170508T045856_T44RRN_120,10,15.0,0.0,10,2919.4,46312.48888888955,10,2038.6,73213.82222222205,10,1837.0,0.0,10,1659.7,3732.6777777779434,10,1592.2,7760.177777777943,10,1634.4,29442.48888888872,10,1686.8,27569.733333333497,10,2343.5,5160.944444444444,10,2721.0,4098.666666666667,10,3043.6,3990.266666667329,10,2546.5,6212.277777777777,10,379.0,0.0,17.0,10,293.2,303.0666666666641,10,128.0,0.0,10,17192.9,2.311162738988889E9,10,601.8,4567.511111111122,10,601.8,4567.511111111122,Mf 79,192_0,10,1941.4,4.8764544826666665E8,10,-66.7,894.8999999999999,10,114.0,3577.1111111111113,10,180.0,1122.6666666666667,10,219.4,1825.155555555558,10,219.4,1825.155555555558,10,0.0,0.0,10,0.0,0.0,10,0.0,0.0,10,520.4,17807.59999999999,10,204.2,1738.6222222222195,10,-5459.3,2.1456044495666666E9,810024.0,10,219.4,1825.155555555558,10,1443.5,10446.277777777777,9997.0,1.05041004E8,TRACK810024_SUB9997,10,5.3038E7,1.2666004E14,53.0,2.5112016E7,2511.0,1.0,20.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,NO,859.8045220716135,,7.0,1.0,,Muzaffarpur,128,,,2.0170221E7,105911.0,6.364485287424E17,L1C_T45RTH_A009797_20170508T045856,5.0,927974.0,mustard,<25%,YES Chemical Fertilizer,YES,NO,2.0,1494219536800,,2.0,0.0,0.9997889930782933,used own seed,Lal bhadur,0.0,,206.2,3.0,6C9223,
20170508T044701_20170508T045856_T44RRN_121,2,15.5,0.5,2,3114.0,60552.0,2,2158.5,80400.5,2,1883.5,480.5,2,1693.0,18.0,2,1642.0,882.0,2,1663.0,1922.0,2,1735.0,1800.0,2,2358.0,968.0,2,2771.0,2178.0,2,3021.5,1012.5,2,2577.5,21840.5,2,357.0,32.0,11.0,2,308.0,1922.0,2,128.0,0.0,2,7154.0,3.02284872E8,2,568.5,3784.5,2,568.5,3784.5,Md 41,87_0,2,19045.0,3.76586568E8,2,-93.0,4608.0,2,89.5,8844.5,2,182.0,648.0,2,214.5,220.5,2,214.5,220.5,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,487.0,14792.0,2,194.5,1512.5,2,47070.5,3.4857075125E9,657860.0,2,214.5,220.5,2,1447.0,5832.0,5089.0,1.04010501E8,TRACK657860_SUB5089,2,5.403E7,3.21602E13,34.0,2122016.0,212.0,1.0,19.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,2.0,2.5,2.5,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,2.0,NO,203.9123153295093,,5.0,3.0,,Madjubani,128,,,2.0170211E7,123541.0,6.364482131232E17,L1C_T45RTH_A009797_20170508T045856,4.0,1959358.0,mustard,<25%,YES Both,YES,NO,2.0,1494219536800,,2.0,0.0,0.5089489421111151,used own seed,VP242,1.0,,390.2,4.0,89751C,
20170508T044701_20170508T045856_T44RRN_124,2,15.0,0.0,2,2995.0,0.0,2,2120.0,0.0,2,1853.0,0.0,2,1652.0,128.0,2,1587.5,1624.5,2,1593.0,4802.0,2,1696.0,0.0,2,2277.0,0.0,2,2609.0,0.0,2,2879.0,0.0,2,2336.0,128.0,2,369.0,0.0,11.0,2,307.0,128.0,2,128.0,0.0,2,-4797.5,9146364.5,2,471.5,924.5,2,471.5,924.5,Md 3,69_0,2,8078.5,3.07563245E7,2,-123.0,8.0,2,48.0,8.0,2,171.0,0.0,2,189.0,338.0,2,189.0,338.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,377.0,50.0,2,158.5,4.5,2,8078.5,3.07563245E7,465034.0,2,189.0,338.0,2,1412.0,0.0,7587.0,1.04010103E8,TRACK465034_SUB7587,2,4.436E7,2.15168E13,30.0,1.1122016E7,1112.0,1.0,7.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,2.0,NO,189.35365173715007,PARTIAL-5%,4.0,2.0,,Madjubani,128,,,2.0170209E7,142437.0,6.364481500512E17,L1C_T45RTH_A009797_20170508T045856,4.0,675606.0,,,YES Both,NO,YES,2.0,1494219536800,,2.0,1.0,0.7587004018168312,used own seed,VP242,1.0,<25%,635.29,7.0,E11D07,
20170508T044701_20170508T045856_T44RRN_126,2,14.0,0.0,2,2689.0,0.0,2,1629.0,0.0,2,1834.0,0.0,2,1590.5,684.5,2,1495.0,1568.0,2,1407.0,5408.0,2,1539.0,0.0,2,2309.0,0.0,2,2731.0,0.0,2,3009.0,0.0,2,2447.5,17112.5,2,371.0,0.0,11.0,2,285.0,162.0,2,128.0,0.0,2,-2707.5,1249780.5,2,636.0,1922.0,2,636.0,1922.0,Md 10,66_0,2,8473.0,3.2627042E7,2,-47.0,722.0,2,200.0,648.0,2,245.0,0.0,2,269.5,0.5,2,269.5,0.5,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,590.0,7200.0,2,227.0,648.0,2,8473.0,3.2627042E7,520735.0,2,269.5,0.5,2,1650.0,0.0,8902.0,1.0401011E8,TRACK520735_SUB8902,2,6.595E7,4.3218E12,30.0,5122016.0,512.0,2.0,19.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,NO,261.6076097929578,PARTIAL-5%,4.0,1.0,,Madjubani,128,,,2.0170209E7,132223.0,6.364481500512E17,L1C_T45RTH_A009797_20170508T045856,4.0,669341.0,mustard,~50%,YES Chemical Fertilizer,YES,YES,3.0,1494219536800,,2.0,2.0,0.8902545516420696,purchased seeds,VP242,0.0,<25%,177.97,2.0,4FAF2A,
20170508T044701_20170508T045856_T44RRN_131,3,14.0,0.0,3,2470.3333333333335,161.33333333395422,3,1467.0,12.0,3,1818.0,0.0,3,1563.0,412.0,3,1477.0,7.0,3,1306.6666666666667,149.33333333348855,3,1527.6666666666667,161.33333333348855,3,2371.6666666666665,3333.333333333954,3,2767.3333333333335,7701.333333333954,3,3056.3333333333335,1825.3333333339542,3,2532.0,2896.0,3,361.0,0.0,11.0,3,251.0,4.0,3,128.0,0.0,3,-2273.3333333333335,11376.333333333023,3,713.6666666666666,1108.3333333333721,3,713.6666666666666,1108.3333333333721,Md 16,68_0,3,4596.0,525916.0,3,11.666666666666666,110.33333333333334,3,265.6666666666667,104.33333333332848,3,254.0,12.0,3,318.6666666666667,58.333333333343035,3,318.6666666666667,58.333333333343035,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,657.3333333333334,1689.3333333333721,3,246.66666666666666,140.33333333332848,3,4596.0,525916.0,518368.0,3,318.6666666666667,58.333333333343035,3,1683.3333333333333,161.3333333330229,4840.0,1.04010116E8,TRACK518368_SUB4840,3,8.033333333333333E7,7.904533333334E12,30.0,1.0122016E7,1012.0,2.0,19.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,2.5,0.0,0.0,2.0,2.0,NO,254.375496000808,,1.0,2.0,,Madjubani,128,,,2.0170209E7,141841.0,6.364481500512E17,L1C_T45RTH_A009797_20170508T045856,4.0,671770.0,mustard,~50%,YES Both,YES,YES,3.0,1494219536800,,2.0,2.0,0.4840117149173966,purchased seeds,VP242,1.0,<25%,264.25,3.0,6C9223,
20170508T044701_20170508T045856_T44RRN_133,2,16.0,0.0,2,3358.0,0.0,2,2591.0,0.0,2,1871.0,0.0,2,1687.0,72.0,2,1637.5,4.5,2,1687.0,200.0,2,1772.0,0.0,2,2306.0,0.0,2,2641.0,0.0,2,2942.0,0.0,2,2395.0,242.0,2,371.0,0.0,11.0,2,344.0,0.0,2,128.0,0.0,2,-13674.0,1.4172488E7,2,462.0,128.0,2,462.0,128.0,Md 36,90_0,2,7447.5,2022060.5,2,-167.0,8.0,2,-39.0,8.0,2,128.0,0.0,2,173.0,2.0,2,173.0,2.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,351.0,72.0,2,149.0,8.0,2,7447.5,2022060.5,766840.0,2,173.0,2.0,2,1296.0,0.0,7569.0,1.04010401E8,TRACK766840_SUB7569,2,4.05E7,3.2E11,33.0,3.0112016E7,3011.0,1.0,19.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,2.0,NO,170.09312109255896,,4.0,1.0,,Madjubani,128,,,2.0170211E7,150709.0,6.364482131232E17,L1C_T45RTH_A009797_20170508T045856,4.0,686201.0,,,YES Both,NO,YES,1.0,1494219536800,,2.0,1.0,0.7569123036705483,used own seed,VP242,1.0,<25%,641.97,7.0,E11D07,
20170508T044701_20170508T045856_T44RRN_361,9,13.555555555555555,0.7777777777777715,9,3033.6666666666665,9842.5,9,1907.5555555555557,8977.527777777985,9,2398.6666666666665,4375.0,9,2330.6666666666665,857.0,9,2200.3333333333335,707.75,9,2166.3333333333335,2308.0,9,2204.8888888888887,4312.611111111008,9,2937.6666666666665,5035.75,9,3413.3333333333335,8536.0,9,3671.3333333333335,13423.0,9,3105.6666666666665,911.75,9,410.1111111111111,466.86111111112405,27.0,9,158.44444444444446,213.77777777777737,9,128.0,0.0,9,-1729.888888888889,43587.61111111101,9,411.0,137.75,9,411.0,137.75,P 24,260_2,9,15373.777777777777,3.598270324444444E8,9,11.666666666666666,182.25,9,238.77777777777777,429.69444444444525,9,227.77777777777777,64.44444444444525,9,177.88888888888889,45.361111111109494,9,177.88888888888889,45.361111111109494,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,409.0,1271.0,9,169.33333333333334,144.75,9,30753.666666666668,2.5861988825E9,67820.0,9,177.77777777777777,44.19444444444525,9,1591.111111111111,756.8611111110076,8808.0,1.08010402E8,TRACK67820_SUB8808,9,5.772E7,5.7645E12,88.0,2.5112016E7,2511.0,2.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,NO,665.4401113005683,,3.0,3.0,,Purnia,128,,,2.017021E7,133759.0,6.364481815872E17,L1C_T45RTH_A009797_20170508T045856,8.0,482052.0,mustard,<25%,YES Chemical Fertilizer,YES,YES,3.0,1494219536800,,2.0,1.0,0.8808989175635022,purchased seeds,Lakmanya,1.0,<25%,407.61,5.0,A75715,
20170508T044701_20170508T045856_T44RRN_143,6,17.5,0.7,6,3023.8333333333335,2748.1666666671636,6,1919.0,1584.4,6,2479.1666666666665,4942.566666667163,6,2257.3333333333335,3017.8666666664185,6,2098.3333333333335,2480.666666666418,6,2026.8333333333333,1389.3666666664183,6,2106.8333333333335,861.7666666664184,6,2810.1666666666665,616.1666666671633,6,3268.0,980.4,6,3526.3333333333335,813.8666666656733,6,2983.5,4100.3,6,438.5,469.5,27.0,6,180.0,99.2,6,128.0,0.0,6,-1351.1666666666667,14946.96666666679,6,421.5,80.3,6,421.5,80.3,P 23,264_0,6,13538.833333333334,9.383491176666665E7,6,-6.5,58.7,6,216.5,70.7,6,223.16666666666666,2.566666666662786,6,190.33333333333334,21.866666666668607,6,190.33333333333334,21.866666666668607,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,415.5,721.5,6,171.66666666666666,78.26666666666861,6,18317.166666666668,4.513383437666666E8,943674.0,6,190.33333333333334,21.866666666668607,6,1575.3333333333333,31.066666666790844,1812.0,1.08010401E8,TRACK943674_SUB1812,6,6.026E7,8.23952E12,88.0,2.1122016E7,2112.0,2.0,19.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,2.0,NO,508.77770498237794,,3.0,4.0,,Purnia,128,,,2.017021E7,143210.0,6.364481815872E17,L1C_T45RTH_A009797_20170508T045856,8.0,482098.0,,,YES Both,NO,YES,3.0,1494219536800,,2.0,1.0,0.1812341714979987,purchased seeds,Lakmanya,1.0,>50%,596.2,6.0,C43A0E,
20170508T044701_20170508T045856_T44RRN_147,3,15.0,0.0,3,2257.6666666666665,9336.333333333023,3,1251.3333333333333,8108.333333333489,3,2019.0,12.0,3,1785.6666666666667,1.3333333330228925,3,1615.3333333333333,146.33333333348855,3,1396.6666666666667,281.33333333348855,3,1536.3333333333333,1301.3333333334886,3,2414.0,8353.0,3,2886.0,15319.0,3,3118.6666666666665,26849.333333333954,3,2533.0,11737.0,3,353.3333333333333,8.333333333343035,27.0,3,165.0,327.0,3,128.0,0.0,3,-1147.3333333333333,20510.333333333256,3,567.3333333333334,3062.333333333314,3,567.3333333333334,3062.333333333314,P 20,268_0,3,7412.333333333333,2504404.3333333284,3,57.333333333333336,242.33333333333303,3,338.3333333333333,1214.333333333343,3,286.6666666666667,476.3333333333285,3,288.3333333333333,556.3333333333285,3,288.3333333333333,556.3333333333285,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,648.0,2821.0,3,244.33333333333334,234.33333333332848,3,7412.333333333333,2504404.3333333284,38201.0,3,288.0,559.0,3,1807.3333333333333,7386.333333333023,3906.0,1.08010304E8,TRACK38201_SUB3906,3,7.692666666666667E7,6.8974533333333E13,87.0,2.1122016E7,2112.0,2.0,23.0,1.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,NO,387.84867876504944,,5.0,1.0,,Purnia,128,,,2.017021E7,151308.0,6.364481815872E17,L1C_T45RTH_A009797_20170508T045856,8.0,392689.0,mustard,~50%,YES Both,YES,NO,3.0,1494219536800,,1.0,0.0,0.3906265790690596,purchased seeds,Lakmanya,1.0,,155.51,2.0,4FAF2A,
20170508T044701_20170508T045856_T44RRN_148,3,13.333333333333334,0.3333333333333144,3,2753.0,147.0,3,2031.3333333333333,21.333333333022892,3,2079.3333333333335,1.3333333330228925,3,1904.0,13.0,3,1763.0,63.0,3,1678.3333333333333,114.33333333302289,3,1724.0,27.0,3,2224.6666666666665,16.333333333022892,3,2549.3333333333335,21.333333333954215,3,2727.3333333333335,225.33333333395422,3,2261.6666666666665,44.33333333302289,3,327.6666666666667,33.333333333343035,27.0,3,218.66666666666666,0.3333333333284827,3,128.0,0.0,3,-748.6666666666666,614.3333333333721,3,282.6666666666667,72.33333333332848,3,282.6666666666667,72.33333333332848,P 22,262_0,3,12021.0,5033812.0,3,-97.33333333333333,9.33333333333394,3,53.0,4.0,3,150.33333333333334,1.3333333333357587,3,147.66666666666666,9.33333333333212,3,147.66666666666666,9.33333333333212,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,311.6666666666667,42.333333333343035,3,134.33333333333334,6.333333333332121,3,12021.0,5033812.0,86353.0,3,147.66666666666666,9.33333333333212,3,1354.3333333333333,8.333333333488554,5598.0,1.08010306E8,TRACK86353_SUB5598,3,3.8386666666666664E7,6.0853333333325E11,87.0,1.8122016E7,1812.0,2.0,23.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,NO,353.5367107731956,,7.0,2.0,,Purnia,128,,,2.017021E7,140447.0,6.364481815872E17,L1C_T45RTH_A009797_20170508T045856,8.0,277275.0,,,YES Both,NO,YES,3.0,1494219536800,,1.0,1.0,0.5598286823207864,purchased seeds,Lakmanya,1.0,>50%,217.22,3.0,6C9223,
20170508T044701_20170508T045856_T44RRN_366,3,13.0,0.0,3,2067.3333333333335,736.3333333330229,3,1257.6666666666667,2080.3333333334886,3,2122.0,0.0,3,1901.6666666666667,105.33333333302289,3,1741.0,21.0,3,1557.0,427.0,3,1651.6666666666667,8.333333333488554,3,2304.3333333333335,21.333333333022892,3,2648.6666666666665,280.3333333339542,3,2796.0,675.0,3,2358.0,427.0,3,329.0,0.0,27.0,3,85.33333333333333,41.33333333333394,3,128.0,0.0,3,-782.3333333333334,1857.3333333333721,3,353.6666666666667,169.33333333334303,3,353.6666666666667,169.33333333334303,P 18,263_1,3,7789.666666666667,4016882.3333333284,3,65.33333333333333,6.33333333333303,3,304.3333333333333,162.33333333334303,3,243.33333333333334,120.33333333332848,3,204.33333333333334,14.333333333335759,3,204.33333333333334,14.333333333335759,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,427.0,229.0,3,175.66666666666666,26.33333333333576,3,7789.666666666667,4016882.3333333284,873625.0,3,204.0,19.0,3,1644.3333333333333,1496.3333333334886,117.0,1.08010302E8,TRACK873625_SUB117,3,5.542E7,1.3588E12,87.0,1.8122016E7,1812.0,2.0,23.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,NO,234.30522431235963,,6.0,3.0,,Purnia,128,,,2.017021E7,142157.0,6.364481815872E17,L1C_T45RTH_A009797_20170508T045856,8.0,277271.0,,,YES Both,NO,NO,3.0,1494219536800,,1.0,0.0,0.011767268071808834,purchased seeds,Lakmanya,1.0,,239.99,3.0,6C9223,
20170508T044701_20170508T045856_T44RRN_150,4,15.0,0.0,4,2904.0,0.0,4,1905.0,0.0,4,2521.0,0.0,4,2428.5,1587.0,4,2227.5,1323.0,4,2140.0,1825.3333333333333,4,2191.0,0.0,4,2853.0,0.0,4,3316.0,0.0,4,3556.0,0.0,4,3015.0,1365.3333333333333,4,399.0,0.0,27.0,4,131.0,65.33333333333333,4,128.0,0.0,4,-927.0,65.33333333333333,4,353.0,33.333333333333336,4,353.0,33.333333333333336,P 87,321_0,4,20883.5,1.8829009633333334E8,4,18.5,40.333333333333336,4,225.0,33.333333333333336,4,207.0,0.0,4,169.5,16.333333333333332,4,169.5,16.333333333333332,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,375.5,280.3333333333333,4,158.0,33.333333333333336,4,35071.0,9.062627213333334E8,756749.0,4,169.5,16.333333333333332,4,1524.0,0.0,2776.0,1.08010503E8,TRACK756749_SUB2776,4,5.6E7,3.605333333333333E11,89.0,2.5112016E7,2511.0,2.0,19.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,2.0,NO,365.839936644711,,3.0,1.0,,Purnia,128,,,2.0170214E7,125354.0,6.364483078176E17,L1C_T45RTH_A009797_20170508T045856,8.0,484100.0,,,YES Both,NO,NO,3.0,1494219536800,,0.0,0.0,0.2776483290286428,purchased seeds,Lakmanya,1.0,,392.12,4.0,89751C,
20170508T044701_20170508T045856_T44RRN_371,6,15.333333333333334,0.2666666666666515,6,2655.0,6242.4,6,1662.6666666666667,3588.266666666791,6,2504.3333333333335,1197.0666666671634,6,2222.5,849.1,6,1999.0,1096.4,6,1827.3333333333333,836.2666666664184,6,1879.0,194.4,6,2606.6666666666665,106.66666666716337,6,3069.6666666666665,1581.0666666671634,6,3295.0,2940.0,6,2746.0,3048.4,6,386.0,117.6,27.0,6,140.16666666666666,448.1666666666657,6,128.0,0.0,6,-776.1666666666666,2990.166666666698,6,373.1666666666667,541.3666666666744,6,373.1666666666667,541.3666666666744,P 29,270_3,6,8680.333333333334,4.762008722666667E8,6,16.5,417.1,6,245.16666666666666,489.3666666666628,6,229.33333333333334,6.6666666666627865,6,200.33333333333334,197.4666666666686,6,200.33333333333334,197.4666666666686,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,461.1666666666667,1191.7666666666512,6,186.83333333333334,125.3666666666686,6,-59858.333333333336,3.547944624826667E10,60306.0,6,200.33333333333334,197.4666666666686,6,1596.6666666666667,96.26666666679084,7729.0,1.08010501E8,TRACK60306_SUB7729,6,6.1986666666666664E7,2.75135466666664E13,89.0,2.8122016E7,2812.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,NO,452.3018214402469,,3.0,4.0,,Purnia,128,,,2.017021E7,171109.0,6.364481815872E17,L1C_T45RTH_A009797_20170508T045856,8.0,484099.0,,,YES Chemical Fertilizer,NO,YES,3.0,1494219536800,,1.0,1.0,0.7729611140109771,purchased seeds,Lakmanya,1.0,>50%,256.67,3.0,6C9223,
20170508T044701_20170508T045856_T44RRN_156,3,13.666666666666666,0.3333333333333144,3,2540.0,9075.0,3,1642.0,2700.0,3,2340.0,243.0,3,2090.3333333333335,104.33333333302289,3,1944.3333333333333,649.3333333330229,3,1865.3333333333333,2654.333333333023,3,1940.0,1323.0,3,2603.6666666666665,3333.333333333954,3,3031.0,7500.0,3,3277.3333333333335,3605.333333333954,3,2508.6666666666665,1836.3333333339542,3,371.6666666666667,5.333333333343035,28.0,3,132.0,499.0,3,128.0,0.0,3,-823.3333333333334,10817.333333333372,3,290.0,61.0,3,290.0,61.0,P 43,277_0,3,12112.666666666666,6.881207233333334E7,3,-6.0,469.0,3,208.33333333333334,325.33333333333576,3,214.33333333333334,8.333333333328483,3,146.66666666666666,30.33333333333212,3,146.66666666666666,30.33333333333212,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,293.0,1252.0,3,127.33333333333333,174.33333333333212,3,12112.666666666666,6.881207233333334E7,731772.0,3,146.66666666666666,30.33333333333212,3,1546.6666666666667,85.33333333348855,9623.0,1.08020804E8,TRACK731772_SUB9623,3,4.176E7,3.2112E12,92.0,2.2122016E7,2212.0,2.0,25.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,5.0,2.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,1.0,2.0,NO,289.2790925951667,,7.0,1.0,,Purnia,128,,,2.0170211E7,124746.0,6.364482131232E17,L1C_T45RTH_A009797_20170508T045856,8.0,593036.0,,,YES Both,NO,NO,3.0,1494219536800,,1.0,0.0,0.9623015514311953,purchased seeds,Lakmanya,1.0,,588.85,6.0,C43A0E,
