system:index,B10_count,B10_mean,B10_variance,B11_count,B11_mean,B11_variance,B12_count,B12_mean,B12_variance,B1_count,B1_mean,B1_variance,B2_count,B2_mean,B2_variance,B3_count,B3_mean,B3_variance,B4_count,B4_mean,B4_variance,B5_count,B5_mean,B5_variance,B6_count,B6_mean,B6_variance,B7_count,B7_mean,B7_variance,B8A_count,B8A_mean,B8A_variance,B8_count,B8_mean,B8_variance,B9_count,B9_mean,B9_variance,Block,CRC_count,CRC_mean,CRC_variance,DOY_count,DOY_mean,DOY_variance,EVI_count,EVI_mean,EVI_variance,GCVI_george_count,GCVI_george_mean,GCVI_george_variance,GCVI_mine_count,GCVI_mine_mean,GCVI_mine_variance,GPSID,ID,MTCI_count,MTCI_mean,MTCI_variance,NBR1_count,NBR1_mean,NBR1_variance,NBR2_count,NBR2_mean,NBR2_variance,NDTI_count,NDTI_mean,NDTI_variance,NDVI_george_count,NDVI_george_mean,NDVI_george_variance,NDVI_mine_count,NDVI_mine_mean,NDVI_mine_variance,QA10_count,QA10_mean,QA10_variance,QA20_count,QA20_mean,QA20_variance,QA60_count,QA60_mean,QA60_variance,RDGCVI_count,RDGCVI_mean,RDGCVI_variance,RDNDVI_count,RDNDVI_mean,RDNDVI_variance,RDTCI_count,RDTCI_mean,RDTCI_variance,RNDMTRACKID,SNDVI_count,SNDVI_mean,SNDVI_variance,STI_count,STI_mean,STI_variance,SUBID,Schedule_id,TOTID,TVI_count,TVI_mean,TVI_variance,Village,a2,a2_org,a3,a4,a5,a5_1,a5_2,a6,a6_1,a6_2,a7,a7_1,a7_1_1_r1,a7_1_1_r2,a7_1_1_r3,a7_1_1_r4,a7_2,a7_2_1_r1,a7_2_1_r2,a7_2_1_r3,a7_2_1_r4,a8,a9,a9_str,area,canopy,chemical,coordsetsn,description,district,doy,ex_description,ex_name,gps1,gps2,gpsfileid,granule_id,i1_district,i4_cocoid,intercroppingCrop,intercroppingPercent,isFertilizedType,isIntercropping,isWeeded,lodging,mstimestamp,name,noTimesIrrigated,noTimesWeeded,random,seedSource,seedVariety,swi,weedCoverPercent,yield,yieldLevel100Break,yieldLevelColors,.geo
20170108T045151_20170108T045341_T44RRN_88,2,12.0,0.0,2,1328.0,0.0,2,671.0,0.0,2,2208.0,0.0,2,1826.0,32.0,2,1516.5,40.5,2,1198.0,8.0,2,1272.0,0.0,2,1948.0,0.0,2,2154.0,0.0,2,2278.0,0.0,2,2097.0,1682.0,2,460.0,0.0,15.0,2,-65.5,4.5,2,8.0,0.0,2,-509.0,512.0,2,382.0,450.0,2,382.0,450.0,Mf 51,163_0,2,11145.5,16380.5,2,224.0,98.0,2,515.0,50.0,2,328.0,0.0,2,272.0,98.0,2,272.0,98.0,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,648.0,1058.0,2,244.5,84.5,2,11145.5,16380.5,632228.0,2,272.0,98.0,2,1979.0,0.0,7471.0,1.05020713E8,TRACK632228_SUB7471,2,6.668E7,8.9888E12,50.0,2.2112016E7,2211.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,2.5,2.0,2.0,0.0,1.0,70.0,0.0,0.0,0.0,2.0,2.0,NO,231.0722669252867,PARTIAL-90%,6.5,2.0,,Muzaffarpur,8,,,2.0170219E7,134358.0,6.36448465584E17,L1C_T45RVJ_A008081_20170108T045341,5.0,1980455.0,,,YES Both,NO,NO,2.0,1483851221299,,2.0,0.0,0.7471674009776247,Through Jeevika,Lal bhadur,0.0,,305.8,4.0,89751C,
20170108T045151_20170108T045341_T44RRN_278,9,14.444444444444445,1.7777777777777715,9,1460.5555555555557,7035.027777777985,9,897.2222222222222,4863.694444444496,9,2345.1111111111113,947.1111111110076,9,1969.3333333333333,298.25,9,1674.4444444444443,176.02777777798474,9,1421.888888888889,266.11111111100763,9,1501.0,68.5,9,1935.7777777777778,2602.6944444440305,9,2104.3333333333335,4058.5,9,2187.777777777778,3762.9444444440305,9,1894.7777777777778,1148.4444444444962,9,498.0,2028.0,15.0,9,-68.44444444444444,777.7777777777774,9,8.0,0.0,9,-272.1111111111111,423.8611111111095,9,131.0,350.0,9,131.0,350.0,Mf 58,182_1,9,5321.777777777777,2886109.944444444,9,129.22222222222223,1164.6944444444453,9,357.44444444444446,1593.527777777781,9,238.88888888888889,211.1111111111095,9,142.11111111111111,49.611111111109494,9,142.11111111111111,49.611111111109494,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,261.8888888888889,332.3611111111095,9,115.44444444444444,53.027777777777374,9,5321.777777777777,2886109.944444444,151715.0,9,142.11111111111111,49.611111111109494,9,1630.111111111111,2426.8611111110076,2446.0,1.05020805E8,TRACK151715_SUB2446,9,3.847555555555555E7,3.66237777777775E12,51.0,2.1112016E7,2111.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,2.0,NO,807.9219019894891,,7.0,3.0,,Muzaffarpur,8,,,2.017022E7,154843.0,6.3644849712E17,L1C_T45RVJ_A008081_20170108T045341,5.0,902782.0,mustard,<25%,YES Both,YES,YES,3.0,1483851221299,,2.0,1.0,0.24468792534902728,purchased seeds,Lal bhadur,0.0,>50%,283.95,3.0,6C9223,
20170108T045151_20170108T045341_T44RRN_90,9,36.0,0.0,9,1931.6666666666667,3721.75,9,1223.5555555555557,5141.527777777752,9,2616.0,0.0,9,2288.5555555555557,782.2777777779847,9,2022.888888888889,1117.6111111110076,9,1818.4444444444443,3993.2777777779847,9,1867.4444444444443,2788.5277777779847,9,2392.8888888888887,172.61111111100763,9,2586.3333333333335,1099.0,9,2650.777777777778,2786.9444444440305,9,2400.6666666666665,2696.0,9,743.0,0.0,15.0,9,-22.88888888888889,150.1111111111111,9,8.0,0.0,9,-375.44444444444446,2061.027777777781,9,186.55555555555554,1155.777777777781,9,186.55555555555554,1155.777777777781,Mf 62,183_0,9,13343.222222222223,3.700157769444445E7,9,107.77777777777777,486.19444444444525,9,324.55555555555554,1014.277777777781,9,224.66666666666666,177.75,9,137.66666666666666,632.25,9,137.66666666666666,632.25,9,0.0,0.0,9,0.0,0.0,9,0.0,0.0,9,286.3333333333333,3018.0,9,124.55555555555556,446.5277777777774,9,13343.222222222223,3.700157769444445E7,301597.0,9,137.66666666666666,632.25,9,1580.4444444444443,2006.7777777779847,6262.0,1.05020809E8,TRACK301597_SUB6262,9,4.311111111111111E7,6.3872611111111E13,51.0,2.1112016E7,2111.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,0.0,1.0,25.0,0.0,0.0,0.0,2.0,2.0,NO,762.2810385307555,,8.0,1.0,,Muzaffarpur,8,,,2.017022E7,160307.0,6.3644849712E17,L1C_T45RVJ_A008081_20170108T045341,5.0,902767.0,mustard,<25%,YES Both,YES,YES,2.0,1483851221299,,2.0,1.0,0.6262004605614808,purchased seeds,Lal bhadur,0.0,>50%,239.24,3.0,6C9223,
20170108T045151_20170108T045341_T44RRN_91,6,35.0,1.2,6,1826.3333333333333,2605.4666666664184,6,1118.6666666666667,1397.0666666666045,6,2607.5,86.7,6,2232.8333333333335,938.1666666664183,6,1963.5,1415.5,6,1669.5,3245.5,6,1790.6666666666667,1045.4666666664184,6,2386.0,284.4,6,2608.0,496.8,6,2710.0,540.0,6,2412.8333333333335,1088.5666666671634,6,746.0,10.8,15.0,6,-35.833333333333336,111.3666666666666,6,8.0,0.0,6,-431.0,348.0,6,228.33333333333334,75.46666666666279,6,228.33333333333334,75.46666666666279,Mf 61,185_0,6,5912.833333333333,7503262.966666669,6,138.16666666666666,92.16666666666569,6,366.0,142.0,6,240.0,45.2,6,181.83333333333334,124.9666666666686,6,181.83333333333334,124.9666666666686,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,347.3333333333333,372.6666666666744,6,147.66666666666666,47.466666666665695,6,5912.833333333333,7503262.966666669,18617.0,6,181.83333333333334,124.9666666666686,6,1632.5,524.3,6387.0,1.05020808E8,TRACK18617_SUB6387,6,5.636E7,9.5592E12,51.0,2.5112016E7,2511.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,2.0,2.0,NO,660.033344935445,,5.0,1.0,,Muzaffarpur,8,,,2.017022E7,160807.0,6.3644849712E17,L1C_T45RVJ_A008081_20170108T045341,5.0,902773.0,mustard,<25%,YES Both,YES,YES,3.0,1483851221299,,2.0,1.0,0.63875932629905,purchased seeds,Lal bhadur,0.0,>50%,216.73,3.0,6C9223,
20170108T045151_20170108T045341_T44RRN_92,7,21.285714285714285,5.904761904761926,7,1656.142857142857,7899.476190476368,7,1057.5714285714287,6733.952380952425,7,2554.1428571428573,3244.809523809701,7,2072.8571428571427,308.4761904763679,7,1789.7142857142858,1128.9047619048506,7,1468.7142857142858,673.9047619048506,7,1606.0,4257.0,7,2436.285714285714,7082.904761904229,7,2772.1428571428573,12414.142857143035,7,2925.5714285714284,10171.285714286068,7,2476.4285714285716,3978.6190476194024,7,693.8571428571429,2339.809523809546,15.0,7,-39.0,911.3333333333334,7,8.0,0.0,7,-592.8571428571429,2279.4761904762127,7,383.2857142857143,861.9047619047536,7,383.2857142857143,861.9047619047536,Mf 38,158_0,7,7142.0,7516230.0,7,198.28571428571428,505.2380952380966,7,401.7142857142857,723.5714285714397,7,220.71428571428572,165.57142857142995,7,254.71428571428572,77.23809523809662,7,254.71428571428572,77.23809523809662,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,543.0,3027.0,7,212.71428571428572,287.2380952380966,7,7142.0,7516230.0,229972.0,7,254.71428571428572,77.23809523809662,7,1568.142857142857,1769.1428571430345,7551.0,1.05020602E8,TRACK229972_SUB7551,7,7.330285714285715E7,1.4523923809524E13,49.0,2.0112016E7,2011.0,2.0,21.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,3.0,2.0,1.0,0.0,1.0,20.0,0.0,0.0,0.0,3.0,2.0,NO,642.6117506436119,,6.0,2.0,,Muzaffarpur,8,,,2.0170219E7,112312.0,6.36448465584E17,L1C_T45RVJ_A008081_20170108T045341,5.0,902869.0,,,YES Both,NO,NO,3.0,1483851221299,,3.0,0.0,0.7551182162244027,purchased seeds,Lal bhadur,0.0,,327.2,4.0,89751C,
20170108T045151_20170108T045341_T44RRN_164,2,14.0,0.0,2,1590.0,288.0,2,832.0,1682.0,2,2298.0,0.0,2,1951.5,0.5,2,1710.0,162.0,2,1404.0,242.0,2,1552.0,98.0,2,2471.0,5832.0,2,2872.5,10224.5,2,2997.5,18240.5,2,2634.0,242.0,2,743.0,0.0,29.0,2,-36.0,2.0,2,8.0,0.0,2,-859.0,2.0,2,540.0,8.0,2,540.0,8.0,P 73,303_0,2,7312.0,11552.0,2,246.5,4.5,2,519.5,420.5,2,312.5,760.5,2,304.5,60.5,2,304.5,60.5,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,696.5,420.5,2,258.0,32.0,2,7312.0,11552.0,203484.0,2,304.5,60.5,2,1913.5,13284.5,3764.0,1.08031117E8,TRACK203484_SUB3764,2,8.604E7,8.9888E12,95.0,2.6112016E7,2611.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,NO,255.27749415311953,,9.0,1.0,,Purnia,8,,,2.0170212E7,160929.0,6.364482446592E17,L1C_T45RVJ_A008081_20170108T045341,8.0,235228.0,,,YES Both,NO,YES,2.0,1483851221299,,2.0,2.0,0.3764341604603465,purchased seeds,Lakmanya,0.0,>50%,426.55,5.0,A75715,
20170108T045151_20170108T045341_T44RRN_413,1,14.0,,1,1388.0,,1,779.0,,1,2141.0,,1,1812.0,,1,1581.0,,1,1256.0,,1,1399.0,,1,2114.0,,1,2380.0,,1,2378.0,,1,2211.0,,1,622.0,,29.0,1,-65.0,,1,8.0,,1,-621.0,,1,398.0,,1,398.0,,P 64,288_1,1,5678.0,,1,228.0,,1,478.0,,1,281.0,,1,275.0,,1,275.0,,1,0.0,,1,0.0,,1,0.0,,1,580.0,,1,224.0,,1,5678.0,,456157.0,1,275.0,,1,1781.0,,8732.0,1.08031108E8,TRACK456157_SUB8732,1,7.03E7,,95.0,1.2112016E7,1211.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,0.0,1.0,20.0,0.0,0.0,0.0,2.0,2.0,NO,174.59277250062107,,8.0,2.0,,Purnia,8,,,2.0170212E7,115451.0,6.364482446592E17,L1C_T45RVJ_A008081_20170108T045341,8.0,1973788.0,,,YES Both,NO,YES,3.0,1483851221299,,2.0,2.0,0.8732141299294671,purchased seeds,Lakmanya,1.0,>50%,650.04,7.0,E11D07,
20170108T045151_20170108T045341_T44RRN_165,4,18.0,0.0,4,1908.0,0.0,4,1043.0,0.0,4,2560.0,0.0,4,2407.75,62.25,4,2125.25,114.25,4,1857.5,467.0,4,1958.0,0.0,4,2627.0,0.0,4,2912.0,0.0,4,3010.0,0.0,4,2832.25,560.25,4,724.0,0.0,29.0,4,-53.25,6.916666666666667,4,8.0,0.0,4,-597.0,326.0,4,332.25,242.25,4,332.25,242.25,P 53,302_0,4,8990.0,3280869.3333333335,4,194.25,17.583333333333332,4,461.25,12.25,4,293.0,0.0,4,207.5,73.0,4,207.5,73.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,446.0,146.0,4,182.25,17.583333333333332,4,8990.0,3280869.3333333335,662636.0,4,207.5,73.0,4,1829.0,0.0,4479.0,1.08031006E8,TRACK662636_SUB4479,4,6.9195E7,8.220633333333333E12,94.0,1.5112016E7,1511.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,NO,376.802328227508,,4.0,1.0,,Purnia,8,,,2.0170212E7,142159.0,6.364482446592E17,L1C_T45RVJ_A008081_20170108T045341,8.0,610289.0,mustard,<25%,YES Chemical Fertilizer,YES,NO,3.0,1483851221299,,2.0,0.0,0.4479566862342427,purchased seeds,Lakmanya,1.0,,459.54,5.0,A75715,
20170108T045151_20170108T045341_T44RRN_166,3,16.0,0.0,3,1812.6666666666667,320.3333333330229,3,1155.6666666666667,616.3333333332557,3,2462.0,0.0,3,2169.3333333333335,1392.333333333023,3,1875.3333333333333,33.33333333302289,3,1631.0,9.0,3,1719.6666666666667,280.3333333330229,3,2313.3333333333335,1121.333333333023,3,2563.3333333333335,1365.3333333339542,3,2654.3333333333335,1776.3333333339542,3,2393.6666666666665,617.3333333339542,3,686.0,0.0,29.0,3,-16.333333333333332,17.333333333333314,3,8.0,0.0,3,-466.6666666666667,476.33333333331393,3,275.6666666666667,136.33333333332848,3,275.6666666666667,136.33333333332848,P 49,283_0,3,7830.333333333333,3208536.3333333284,3,137.66666666666666,0.3333333333321207,3,348.3333333333333,24.333333333343035,3,221.0,27.0,3,189.0,28.0,3,189.0,28.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,391.3333333333333,784.333333333343,3,163.33333333333334,96.33333333333576,3,7830.333333333333,3208536.3333333284,321939.0,3,189.0,28.0,3,1568.6666666666667,341.33333333348855,4196.0,1.08031002E8,TRACK321939_SUB4196,3,5.5533333333333336E7,2.601733333333E12,94.0,5122016.0,512.0,2.0,25.0,2.0,0.0,0.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,2.0,NO,371.5881172399763,,3.0,1.0,,Purnia,8,,,2.0170212E7,104946.0,6.364482446592E17,L1C_T45RVJ_A008081_20170108T045341,8.0,728447.0,,,YES Both,NO,YES,3.0,1483851221299,,2.0,2.0,0.4196746914260623,purchased seeds,Lakmanya,1.0,>50%,329.96,4.0,89751C,
20170108T045151_20170108T045341_T44RRN_435,1,13.0,,1,1543.0,,1,789.0,,1,2075.0,,1,1744.0,,1,1512.0,,1,1204.0,,1,1386.0,,1,2193.0,,1,2394.0,,1,2579.0,,1,2238.0,,1,502.0,,21.0,1,10.0,,1,8.0,,1,-714.0,,1,480.0,,1,480.0,,N 27,229_1,1,4681.0,,1,183.0,,1,478.0,,1,323.0,,1,300.0,,1,300.0,,1,0.0,,1,0.0,,1,0.0,,1,614.0,,1,235.0,,1,4681.0,,473646.0,1,300.0,,1,1955.0,,507.0,1.06041507E8,TRACK473646_SUB507,1,7.436E7,,70.0,2.0122016E7,2012.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,2.0,NO,89.86671627289577,,7.0,2.0,,Nalanda,8,,,2.0170217E7,143647.0,6.36448402512E17,L1C_T45RVJ_A008081_20170108T045341,6.0,1715632.0,mustard,<25%,YES Both,YES,YES,3.0,1483851221299,,2.0,1.0,0.05073244938490651,purchased seeds,HD3059,0.0,<25%,477.03,5.0,A75715,
20170108T045151_20170108T045341_T44RRN_444,1,12.0,,1,1730.0,,1,1109.0,,1,2113.0,,1,1755.0,,1,1540.0,,1,1229.0,,1,1413.0,,1,2032.0,,1,2327.0,,1,2372.0,,1,2328.0,,1,488.0,,21.0,1,58.0,,1,8.0,,1,-794.0,,1,511.0,,1,511.0,,N 24,231_1,1,4972.0,,1,147.0,,1,354.0,,1,218.0,,1,308.0,,1,308.0,,1,0.0,,1,0.0,,1,0.0,,1,647.0,,1,244.0,,1,4972.0,,72687.0,1,308.0,,1,1559.0,,6875.0,1.06041401E8,TRACK72687_SUB6875,1,7.838E7,,69.0,3.0122016E7,3012.0,2.0,26.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,2.0,2.0,NO,104.66348019063454,,4.0,2.0,,Nalanda,8,,,2.0170217E7,160721.0,6.36448402512E17,L1C_T45RVJ_A008081_20170108T045341,6.0,354193.0,,,YES Both,NO,YES,3.0,1483851221299,,2.0,1.0,0.6875751236244773,purchased seeds,HD3059,1.0,<25%,366.76,4.0,89751C,
20170108T045151_20170108T045341_T44RRN_167,2,12.0,0.0,2,1536.0,0.0,2,833.0,0.0,2,2105.0,0.0,2,1783.5,60.5,2,1543.0,8.0,2,1283.0,392.0,2,1387.0,0.0,2,2132.0,0.0,2,2446.0,0.0,2,2565.0,0.0,2,2246.5,5100.5,2,504.0,0.0,21.0,2,-1.5,0.5,2,8.0,0.0,2,-703.0,4232.0,2,455.5,1860.5,2,455.5,1860.5,N 34,224_0,2,8483.0,5300768.0,2,187.0,242.0,2,458.0,162.0,2,296.0,0.0,2,272.5,60.5,2,272.5,60.5,2,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,619.5,2664.5,2,236.0,242.0,2,8483.0,5300768.0,869675.0,2,272.5,60.5,2,1843.0,0.0,7051.0,1.06041607E8,TRACK869675_SUB7051,2,6.821E7,5.8482E12,71.0,2.5122016E7,2512.0,2.0,9.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,2.0,2.0,NO,93.32278607345134,,4.0,1.0,,Nalanda,8,,,2.0170217E7,120347.0,6.36448402512E17,L1C_T45RVJ_A008081_20170108T045341,6.0,355485.0,,,YES Both,NO,YES,3.0,1483851221299,,2.0,1.0,0.7051225432141868,purchased seeds,HD3059,1.0,<25%,459.61,5.0,A75715,
20170108T045151_20170108T045341_T44RRN_168,10,12.4,0.9333333333333435,10,1616.5,13328.944444444445,10,851.1,2612.3222222222635,10,2027.3,0.23333333349890178,10,1675.4,120.93333333316777,10,1441.2,422.40000000016556,10,1110.8,306.17777777773637,10,1319.8,1146.1777777779434,10,2233.2,32211.95555555572,10,2543.3,43628.45555555572,10,2700.5,59433.38888888889,10,2406.6,62978.71111111095,10,548.8,269.7333333333437,18.0,10,55.6,940.2666666666669,10,8.0,0.0,10,-946.9,64220.10000000004,10,667.6,23512.266666666706,10,667.6,23512.266666666706,N 3,203_0,10,5198.4,378024.9333333307,10,194.5,400.72222222222223,10,475.4,466.2666666666563,10,309.2,160.84444444444185,10,365.0,2096.0,10,365.0,2096.0,10,0.0,0.0,10,0.0,0.0,10,0.0,0.0,10,819.8,22407.066666666626,10,288.6,1479.8222222222248,10,5198.4,378024.9333333307,613182.0,10,365.0,2096.0,10,1898.2,2809.5111111112765,6109.0,1.06010103E8,TRACK613182_SUB6109,10,9.0964E7,2.4200869333333334E14,56.0,2.0122016E7,2012.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,NO,929.129818573944,,6.5,1.0,,Nalanda,8,,,2.0170216E7,130021.0,6.364483708896E17,L1C_T45RVJ_A008081_20170108T045341,6.0,623097.0,mustard,<25%,YES Chemical Fertilizer,YES,YES,3.0,1483851221299,,2.0,2.0,0.6109920368289502,purchased seeds,HD3059,0.0,<25%,498.82,5.0,A75715,
20170108T045151_20170108T045341_T44RRN_169,3,14.0,0.0,3,1606.6666666666667,1240.3333333334886,3,896.6666666666666,4880.333333333256,3,2022.0,0.0,3,1689.6666666666667,120.33333333302289,3,1468.3333333333333,33.333333333488554,3,1166.3333333333333,8.333333333255723,3,1357.3333333333333,0.33333333348855376,3,2146.6666666666665,481.3333333330229,3,2414.6666666666665,341.3333333339542,3,2553.0,2352.0,3,2343.3333333333335,12936.333333333023,3,531.0,0.0,18.0,3,44.333333333333336,176.33333333333348,3,8.0,0.0,3,-884.0,9075.0,3,595.6666666666666,7008.333333333372,3,595.6666666666666,7008.333333333372,N 1,205_0,3,5170.333333333333,469656.3333333358,3,185.33333333333334,176.33333333333576,3,446.3333333333333,161.33333333331393,3,284.0,675.0,3,334.0,432.0,3,334.0,432.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,726.0,7203.0,3,265.6666666666667,533.3333333333285,3,5170.333333333333,469656.3333333358,845882.0,3,334.0,432.0,3,1797.0,11163.0,9567.0,1.06010101E8,TRACK845882_SUB9567,3,8.27E7,3.97488E13,56.0,2.6112016E7,2611.0,2.0,6.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,NO,346.63071265985013,,4.0,1.0,,Nalanda,8,,,2.0170216E7,134758.0,6.364483708896E17,L1C_T45RVJ_A008081_20170108T045341,6.0,623126.0,,,YES Chemical Fertilizer,NO,YES,3.0,1483851221299,,2.0,1.0,0.95671859112493,purchased seeds,HD3059,1.0,<25%,402.29,5.0,A75715,
20170108T045151_20170108T045341_T44RRN_457,7,13.714285714285714,0.23809523809522185,7,1643.5714285714287,2191.285714285448,7,924.8571428571429,2614.142857142879,7,2034.4285714285713,5.9523809521148605,7,1672.0,209.66666666666666,7,1440.142857142857,232.47619047605744,7,1122.2857142857142,995.9047619048506,7,1314.142857142857,76.1428571427241,7,2151.714285714286,7816.238095238184,7,2398.714285714286,12225.90476190423,7,2554.1428571428573,14999.476190476367,7,2200.5714285714284,11056.952380952736,7,512.1428571428571,23.80952380950718,18.0,7,65.42857142857143,248.6190476190477,7,8.0,0.0,7,-748.4285714285714,10290.952380952347,7,527.7142857142857,5538.904761904773,7,527.7142857142857,5538.904761904773,N 4,204_3,7,4674.571428571428,249370.61904761693,7,144.0,469.6666666666667,7,407.42857142857144,794.9523809523865,7,279.7142857142857,252.2380952380869,7,323.42857142857144,1002.9523809523865,7,323.42857142857144,1002.9523809523865,7,0.0,0.0,7,0.0,0.0,7,0.0,0.0,7,673.8571428571429,6215.476190476213,7,251.14285714285714,464.1428571428599,7,4674.571428571428,249370.61904761693,206617.0,7,323.42857142857144,1002.9523809523865,7,1779.142857142857,3719.809523809701,7764.0,1.06010104E8,TRACK206617_SUB7764,7,7.741142857142857E7,8.324118095238133E13,56.0,2.0122016E7,2012.0,2.0,8.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,NO,638.466942259122,,5.0,4.0,,Nalanda,8,,,2.0170216E7,130811.0,6.364483708896E17,L1C_T45RVJ_A008081_20170108T045341,6.0,622979.0,,,YES Chemical Fertilizer,NO,YES,3.0,1483851221299,,2.0,1.0,0.7764040792768546,purchased seeds,HD3059,1.0,<25%,636.42,7.0,E11D07,
20170108T045151_20170108T045341_T44RRN_487,3,13.0,0.0,3,1680.6666666666667,1365.333333333023,3,1030.6666666666667,901.3333333332557,3,2070.0,0.0,3,1720.6666666666667,22.333333333022892,3,1490.6666666666667,66.33333333348855,3,1218.6666666666667,137.33333333348855,3,1361.6666666666667,56.333333333488554,3,1880.6666666666667,96.33333333302289,3,2029.6666666666667,8.333333333022892,3,2081.6666666666665,1680.333333333023,3,1844.3333333333333,4100.333333333023,3,448.0,0.0,18.0,3,59.333333333333336,200.33333333333303,3,8.0,0.0,3,-416.6666666666667,2066.333333333343,3,236.66666666666666,1290.3333333333285,3,236.66666666666666,1290.3333333333285,N 15,220_1,3,3384.6666666666665,295072.3333333321,3,45.666666666666664,786.3333333333335,3,282.3333333333333,852.3333333333285,3,239.0,12.0,3,203.33333333333334,389.33333333333576,3,203.33333333333334,389.33333333333576,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,354.3333333333333,2961.333333333343,3,149.66666666666666,376.33333333333576,3,3384.6666666666665,295072.3333333321,552800.0,3,203.33333333333334,389.33333333333576,3,1630.6666666666667,133.33333333348855,6254.0,1.06010211E8,TRACK552800_SUB6254,3,4.842E7,2.43076E13,57.0,2.2112016E7,2211.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,NO,291.41080351680165,,3.25,2.0,,Nalanda,8,,,2.0170216E7,163911.0,6.364483708896E17,L1C_T45RVJ_A008081_20170108T045341,6.0,1634512.0,,,YES Chemical Fertilizer,NO,YES,3.0,1483851221299,,2.0,1.0,0.6254851366606081,purchased seeds,HD3059,0.0,<25%,587.72,6.0,C43A0E,
